names,masks
"(13530,410,512,512)","(13530,410,512,512)"
"(13530,615,512,512)","(13530,615,512,512)"
"(13530,820,512,512)","(13530,820,512,512)"
"(13530,1025,512,512)","(13530,1025,512,512)"
"(13530,1230,512,512)","(13530,1230,512,512)"
"(13530,1435,512,512)","(13530,1435,512,512)"
"(13530,1640,512,512)","(13530,1640,512,512)"
"(13530,1845,512,512)","(13530,1845,512,512)"
"(13530,2050,512,512)","(13530,2050,512,512)"
"(13530,2255,512,512)","(13530,2255,512,512)"
"(13530,2460,512,512)","(13530,2460,512,512)"
"(13530,2665,512,512)","(13530,2665,512,512)"
"(13530,2870,512,512)","(13530,2870,512,512)"
"(13530,3075,512,512)","(13530,3075,512,512)"
"(13530,3280,512,512)","(13530,3280,512,512)"
"(13530,3485,512,512)","(13530,3485,512,512)"
"(13530,3690,512,512)","(13530,3690,512,512)"
"(13530,3895,512,512)","(13530,3895,512,512)"
"(13530,4100,512,512)","(13530,4100,512,512)"
"(13530,4305,512,512)","(13530,4305,512,512)"
"(13530,4510,512,512)","(13530,4510,512,512)"
"(13530,4715,512,512)","(13530,4715,512,512)"
"(13530,4920,512,512)","(13530,4920,512,512)"
"(13530,5125,512,512)","(13530,5125,512,512)"
"(13530,5330,512,512)","(13530,5330,512,512)"
"(13530,5535,512,512)","(13530,5535,512,512)"
"(13530,5740,512,512)","(13530,5740,512,512)"
"(13530,5945,512,512)","(13530,5945,512,512)"
"(13530,6150,512,512)","(13530,6150,512,512)"
"(13530,6355,512,512)","(13530,6355,512,512)"
"(13530,6560,512,512)","(13530,6560,512,512)"
"(13530,6765,512,512)","(13530,6765,512,512)"
"(13530,6970,512,512)","(13530,6970,512,512)"
"(13530,7175,512,512)","(13530,7175,512,512)"
"(13530,7380,512,512)","(13530,7380,512,512)"
"(13530,7585,512,512)","(13530,7585,512,512)"
"(13530,7790,512,512)","(13530,7790,512,512)"
"(13530,7995,512,512)","(13530,7995,512,512)"
"(13530,10455,512,512)","(13530,10455,512,512)"
"(13530,10660,512,512)","(13530,10660,512,512)"
"(13735,410,512,512)","(13735,410,512,512)"
"(13735,615,512,512)","(13735,615,512,512)"
"(13735,820,512,512)","(13735,820,512,512)"
"(13735,1025,512,512)","(13735,1025,512,512)"
"(13735,1230,512,512)","(13735,1230,512,512)"
"(13735,1435,512,512)","(13735,1435,512,512)"
"(13735,1640,512,512)","(13735,1640,512,512)"
"(13735,1845,512,512)","(13735,1845,512,512)"
"(13735,2050,512,512)","(13735,2050,512,512)"
"(13735,2255,512,512)","(13735,2255,512,512)"
"(13735,2460,512,512)","(13735,2460,512,512)"
"(13735,2665,512,512)","(13735,2665,512,512)"
"(13735,2870,512,512)","(13735,2870,512,512)"
"(13735,3075,512,512)","(13735,3075,512,512)"
"(13735,3280,512,512)","(13735,3280,512,512)"
"(13735,3485,512,512)","(13735,3485,512,512)"
"(13735,3690,512,512)","(13735,3690,512,512)"
"(13735,3895,512,512)","(13735,3895,512,512)"
"(13735,4100,512,512)","(13735,4100,512,512)"
"(13735,4305,512,512)","(13735,4305,512,512)"
"(13735,4510,512,512)","(13735,4510,512,512)"
"(13735,4715,512,512)","(13735,4715,512,512)"
"(13735,4920,512,512)","(13735,4920,512,512)"
"(13735,5125,512,512)","(13735,5125,512,512)"
"(13735,5330,512,512)","(13735,5330,512,512)"
"(13735,5535,512,512)","(13735,5535,512,512)"
"(13735,5740,512,512)","(13735,5740,512,512)"
"(13735,5945,512,512)","(13735,5945,512,512)"
"(13735,6150,512,512)","(13735,6150,512,512)"
"(13735,6355,512,512)","(13735,6355,512,512)"
"(13735,6560,512,512)","(13735,6560,512,512)"
"(13735,6765,512,512)","(13735,6765,512,512)"
"(13735,6970,512,512)","(13735,6970,512,512)"
"(13735,7175,512,512)","(13735,7175,512,512)"
"(13735,7380,512,512)","(13735,7380,512,512)"
"(13735,7585,512,512)","(13735,7585,512,512)"
"(13735,7790,512,512)","(13735,7790,512,512)"
"(13735,7995,512,512)","(13735,7995,512,512)"
"(13940,410,512,512)","(13940,410,512,512)"
"(13940,615,512,512)","(13940,615,512,512)"
"(13940,820,512,512)","(13940,820,512,512)"
"(13940,1025,512,512)","(13940,1025,512,512)"
"(13940,1230,512,512)","(13940,1230,512,512)"
"(13940,1435,512,512)","(13940,1435,512,512)"
"(13940,1640,512,512)","(13940,1640,512,512)"
"(13940,1845,512,512)","(13940,1845,512,512)"
"(13940,2050,512,512)","(13940,2050,512,512)"
"(13940,2255,512,512)","(13940,2255,512,512)"
"(13940,2460,512,512)","(13940,2460,512,512)"
"(13940,2665,512,512)","(13940,2665,512,512)"
"(13940,2870,512,512)","(13940,2870,512,512)"
"(13940,3075,512,512)","(13940,3075,512,512)"
"(13940,3280,512,512)","(13940,3280,512,512)"
"(13940,3485,512,512)","(13940,3485,512,512)"
"(13940,3690,512,512)","(13940,3690,512,512)"
"(13940,3895,512,512)","(13940,3895,512,512)"
"(13940,4100,512,512)","(13940,4100,512,512)"
"(13940,4305,512,512)","(13940,4305,512,512)"
"(13940,4510,512,512)","(13940,4510,512,512)"
"(13940,4715,512,512)","(13940,4715,512,512)"
"(13940,4920,512,512)","(13940,4920,512,512)"
"(13940,5125,512,512)","(13940,5125,512,512)"
"(13940,5330,512,512)","(13940,5330,512,512)"
"(13940,5535,512,512)","(13940,5535,512,512)"
"(13940,5740,512,512)","(13940,5740,512,512)"
"(13940,5945,512,512)","(13940,5945,512,512)"
"(13940,6150,512,512)","(13940,6150,512,512)"
"(13940,6355,512,512)","(13940,6355,512,512)"
"(13940,6560,512,512)","(13940,6560,512,512)"
"(13940,6765,512,512)","(13940,6765,512,512)"
"(13940,6970,512,512)","(13940,6970,512,512)"
"(13940,7175,512,512)","(13940,7175,512,512)"
"(13940,7380,512,512)","(13940,7380,512,512)"
"(13940,7585,512,512)","(13940,7585,512,512)"
"(13940,7790,512,512)","(13940,7790,512,512)"
"(13940,7995,512,512)","(13940,7995,512,512)"
"(14145,410,512,512)","(14145,410,512,512)"
"(14145,615,512,512)","(14145,615,512,512)"
"(14145,820,512,512)","(14145,820,512,512)"
"(14145,1025,512,512)","(14145,1025,512,512)"
"(14145,1230,512,512)","(14145,1230,512,512)"
"(14145,1435,512,512)","(14145,1435,512,512)"
"(14145,1640,512,512)","(14145,1640,512,512)"
"(14145,1845,512,512)","(14145,1845,512,512)"
"(14145,2050,512,512)","(14145,2050,512,512)"
"(14145,2255,512,512)","(14145,2255,512,512)"
"(14145,2460,512,512)","(14145,2460,512,512)"
"(14145,2665,512,512)","(14145,2665,512,512)"
"(14145,2870,512,512)","(14145,2870,512,512)"
"(14145,3075,512,512)","(14145,3075,512,512)"
"(14145,3280,512,512)","(14145,3280,512,512)"
"(14145,3485,512,512)","(14145,3485,512,512)"
"(14145,3690,512,512)","(14145,3690,512,512)"
"(14145,3895,512,512)","(14145,3895,512,512)"
"(14145,4100,512,512)","(14145,4100,512,512)"
"(14145,4305,512,512)","(14145,4305,512,512)"
"(14145,4510,512,512)","(14145,4510,512,512)"
"(14145,4715,512,512)","(14145,4715,512,512)"
"(14145,4920,512,512)","(14145,4920,512,512)"
"(14145,5125,512,512)","(14145,5125,512,512)"
"(14145,5330,512,512)","(14145,5330,512,512)"
"(14145,5535,512,512)","(14145,5535,512,512)"
"(14145,5740,512,512)","(14145,5740,512,512)"
"(14145,5945,512,512)","(14145,5945,512,512)"
"(14145,6150,512,512)","(14145,6150,512,512)"
"(14145,6355,512,512)","(14145,6355,512,512)"
"(14145,6560,512,512)","(14145,6560,512,512)"
"(14145,6765,512,512)","(14145,6765,512,512)"
"(14145,6970,512,512)","(14145,6970,512,512)"
"(14145,7175,512,512)","(14145,7175,512,512)"
"(14145,7380,512,512)","(14145,7380,512,512)"
"(14145,7585,512,512)","(14145,7585,512,512)"
"(14145,7790,512,512)","(14145,7790,512,512)"
"(14350,410,512,512)","(14350,410,512,512)"
"(14350,615,512,512)","(14350,615,512,512)"
"(14350,820,512,512)","(14350,820,512,512)"
"(14350,1025,512,512)","(14350,1025,512,512)"
"(14350,1230,512,512)","(14350,1230,512,512)"
"(14350,1435,512,512)","(14350,1435,512,512)"
"(14350,1640,512,512)","(14350,1640,512,512)"
"(14350,1845,512,512)","(14350,1845,512,512)"
"(14350,2050,512,512)","(14350,2050,512,512)"
"(14350,2255,512,512)","(14350,2255,512,512)"
"(14350,2460,512,512)","(14350,2460,512,512)"
"(14350,2665,512,512)","(14350,2665,512,512)"
"(14350,2870,512,512)","(14350,2870,512,512)"
"(14350,3075,512,512)","(14350,3075,512,512)"
"(14350,3280,512,512)","(14350,3280,512,512)"
"(14350,3485,512,512)","(14350,3485,512,512)"
"(14350,3690,512,512)","(14350,3690,512,512)"
"(14350,3895,512,512)","(14350,3895,512,512)"
"(14350,4100,512,512)","(14350,4100,512,512)"
"(14350,4305,512,512)","(14350,4305,512,512)"
"(14350,4510,512,512)","(14350,4510,512,512)"
"(14350,4715,512,512)","(14350,4715,512,512)"
"(14350,4920,512,512)","(14350,4920,512,512)"
"(14350,5125,512,512)","(14350,5125,512,512)"
"(14350,5330,512,512)","(14350,5330,512,512)"
"(14350,5535,512,512)","(14350,5535,512,512)"
"(14350,5740,512,512)","(14350,5740,512,512)"
"(14350,5945,512,512)","(14350,5945,512,512)"
"(14350,6150,512,512)","(14350,6150,512,512)"
"(14350,6355,512,512)","(14350,6355,512,512)"
"(14350,6560,512,512)","(14350,6560,512,512)"
"(14350,6765,512,512)","(14350,6765,512,512)"
"(14350,6970,512,512)","(14350,6970,512,512)"
"(14350,7175,512,512)","(14350,7175,512,512)"
"(14350,7380,512,512)","(14350,7380,512,512)"
"(14350,7585,512,512)","(14350,7585,512,512)"
"(14350,7790,512,512)","(14350,7790,512,512)"
"(14555,615,512,512)","(14555,615,512,512)"
"(14555,820,512,512)","(14555,820,512,512)"
"(14555,1025,512,512)","(14555,1025,512,512)"
"(14555,1230,512,512)","(14555,1230,512,512)"
"(14555,1435,512,512)","(14555,1435,512,512)"
"(14555,1640,512,512)","(14555,1640,512,512)"
"(14555,1845,512,512)","(14555,1845,512,512)"
"(14555,2050,512,512)","(14555,2050,512,512)"
"(14555,2255,512,512)","(14555,2255,512,512)"
"(14555,2460,512,512)","(14555,2460,512,512)"
"(14555,2665,512,512)","(14555,2665,512,512)"
"(14555,2870,512,512)","(14555,2870,512,512)"
"(14555,3075,512,512)","(14555,3075,512,512)"
"(14555,3280,512,512)","(14555,3280,512,512)"
"(14555,3485,512,512)","(14555,3485,512,512)"
"(14555,3690,512,512)","(14555,3690,512,512)"
"(14555,3895,512,512)","(14555,3895,512,512)"
"(14555,4100,512,512)","(14555,4100,512,512)"
"(14555,4305,512,512)","(14555,4305,512,512)"
"(14555,4510,512,512)","(14555,4510,512,512)"
"(14555,4715,512,512)","(14555,4715,512,512)"
"(14555,4920,512,512)","(14555,4920,512,512)"
"(14555,5125,512,512)","(14555,5125,512,512)"
"(14555,5330,512,512)","(14555,5330,512,512)"
"(14555,5535,512,512)","(14555,5535,512,512)"
"(14555,5740,512,512)","(14555,5740,512,512)"
"(14555,5945,512,512)","(14555,5945,512,512)"
"(14555,6150,512,512)","(14555,6150,512,512)"
"(14555,6355,512,512)","(14555,6355,512,512)"
"(14555,6560,512,512)","(14555,6560,512,512)"
"(14555,6765,512,512)","(14555,6765,512,512)"
"(14555,6970,512,512)","(14555,6970,512,512)"
"(14555,7175,512,512)","(14555,7175,512,512)"
"(14555,7380,512,512)","(14555,7380,512,512)"
"(14555,7585,512,512)","(14555,7585,512,512)"
"(14555,7790,512,512)","(14555,7790,512,512)"
"(14760,615,512,512)","(14760,615,512,512)"
"(14760,820,512,512)","(14760,820,512,512)"
"(14760,1025,512,512)","(14760,1025,512,512)"
"(14760,1230,512,512)","(14760,1230,512,512)"
"(14760,1435,512,512)","(14760,1435,512,512)"
"(14760,1640,512,512)","(14760,1640,512,512)"
"(14760,1845,512,512)","(14760,1845,512,512)"
"(14760,2050,512,512)","(14760,2050,512,512)"
"(14760,2255,512,512)","(14760,2255,512,512)"
"(14760,2460,512,512)","(14760,2460,512,512)"
"(14760,2665,512,512)","(14760,2665,512,512)"
"(14760,2870,512,512)","(14760,2870,512,512)"
"(14760,3075,512,512)","(14760,3075,512,512)"
"(14760,3280,512,512)","(14760,3280,512,512)"
"(14760,3485,512,512)","(14760,3485,512,512)"
"(14760,3690,512,512)","(14760,3690,512,512)"
"(14760,3895,512,512)","(14760,3895,512,512)"
"(14760,4100,512,512)","(14760,4100,512,512)"
"(14760,4305,512,512)","(14760,4305,512,512)"
"(14760,4510,512,512)","(14760,4510,512,512)"
"(14760,4715,512,512)","(14760,4715,512,512)"
"(14760,4920,512,512)","(14760,4920,512,512)"
"(14760,5125,512,512)","(14760,5125,512,512)"
"(14760,5330,512,512)","(14760,5330,512,512)"
"(14760,5535,512,512)","(14760,5535,512,512)"
"(14760,5740,512,512)","(14760,5740,512,512)"
"(14760,5945,512,512)","(14760,5945,512,512)"
"(14760,6150,512,512)","(14760,6150,512,512)"
"(14760,6355,512,512)","(14760,6355,512,512)"
"(14760,6560,512,512)","(14760,6560,512,512)"
"(14760,6765,512,512)","(14760,6765,512,512)"
"(14760,6970,512,512)","(14760,6970,512,512)"
"(14760,7175,512,512)","(14760,7175,512,512)"
"(14760,7380,512,512)","(14760,7380,512,512)"
"(14760,7585,512,512)","(14760,7585,512,512)"
"(14965,615,512,512)","(14965,615,512,512)"
"(14965,820,512,512)","(14965,820,512,512)"
"(14965,1025,512,512)","(14965,1025,512,512)"
"(14965,1230,512,512)","(14965,1230,512,512)"
"(14965,1435,512,512)","(14965,1435,512,512)"
"(14965,1640,512,512)","(14965,1640,512,512)"
"(14965,1845,512,512)","(14965,1845,512,512)"
"(14965,2050,512,512)","(14965,2050,512,512)"
"(14965,2255,512,512)","(14965,2255,512,512)"
"(14965,2460,512,512)","(14965,2460,512,512)"
"(14965,2665,512,512)","(14965,2665,512,512)"
"(14965,2870,512,512)","(14965,2870,512,512)"
"(14965,3075,512,512)","(14965,3075,512,512)"
"(14965,3280,512,512)","(14965,3280,512,512)"
"(14965,3485,512,512)","(14965,3485,512,512)"
"(14965,3690,512,512)","(14965,3690,512,512)"
"(14965,3895,512,512)","(14965,3895,512,512)"
"(14965,4100,512,512)","(14965,4100,512,512)"
"(14965,4305,512,512)","(14965,4305,512,512)"
"(14965,4510,512,512)","(14965,4510,512,512)"
"(14965,4715,512,512)","(14965,4715,512,512)"
"(14965,4920,512,512)","(14965,4920,512,512)"
"(14965,5125,512,512)","(14965,5125,512,512)"
"(14965,5330,512,512)","(14965,5330,512,512)"
"(14965,5535,512,512)","(14965,5535,512,512)"
"(14965,5740,512,512)","(14965,5740,512,512)"
"(14965,5945,512,512)","(14965,5945,512,512)"
"(14965,6150,512,512)","(14965,6150,512,512)"
"(14965,6355,512,512)","(14965,6355,512,512)"
"(14965,6560,512,512)","(14965,6560,512,512)"
"(14965,6765,512,512)","(14965,6765,512,512)"
"(14965,6970,512,512)","(14965,6970,512,512)"
"(14965,7175,512,512)","(14965,7175,512,512)"
"(14965,7380,512,512)","(14965,7380,512,512)"
"(14965,7585,512,512)","(14965,7585,512,512)"
"(15170,615,512,512)","(15170,615,512,512)"
"(15170,820,512,512)","(15170,820,512,512)"
"(15170,1025,512,512)","(15170,1025,512,512)"
"(15170,1230,512,512)","(15170,1230,512,512)"
"(15170,1435,512,512)","(15170,1435,512,512)"
"(15170,1640,512,512)","(15170,1640,512,512)"
"(15170,1845,512,512)","(15170,1845,512,512)"
"(15170,2050,512,512)","(15170,2050,512,512)"
"(15170,2255,512,512)","(15170,2255,512,512)"
"(15170,2460,512,512)","(15170,2460,512,512)"
"(15170,2665,512,512)","(15170,2665,512,512)"
"(15170,2870,512,512)","(15170,2870,512,512)"
"(15170,3075,512,512)","(15170,3075,512,512)"
"(15170,3280,512,512)","(15170,3280,512,512)"
"(15170,3485,512,512)","(15170,3485,512,512)"
"(15170,3690,512,512)","(15170,3690,512,512)"
"(15170,3895,512,512)","(15170,3895,512,512)"
"(15170,4100,512,512)","(15170,4100,512,512)"
"(15170,4305,512,512)","(15170,4305,512,512)"
"(15170,4510,512,512)","(15170,4510,512,512)"
"(15170,4715,512,512)","(15170,4715,512,512)"
"(15170,4920,512,512)","(15170,4920,512,512)"
"(15170,5125,512,512)","(15170,5125,512,512)"
"(15170,5330,512,512)","(15170,5330,512,512)"
"(15170,5535,512,512)","(15170,5535,512,512)"
"(15170,5740,512,512)","(15170,5740,512,512)"
"(15170,5945,512,512)","(15170,5945,512,512)"
"(15170,6150,512,512)","(15170,6150,512,512)"
"(15170,6355,512,512)","(15170,6355,512,512)"
"(15170,6560,512,512)","(15170,6560,512,512)"
"(15170,6765,512,512)","(15170,6765,512,512)"
"(15170,6970,512,512)","(15170,6970,512,512)"
"(15170,7175,512,512)","(15170,7175,512,512)"
"(15170,7380,512,512)","(15170,7380,512,512)"
"(15375,615,512,512)","(15375,615,512,512)"
"(15375,820,512,512)","(15375,820,512,512)"
"(15375,1025,512,512)","(15375,1025,512,512)"
"(15375,1230,512,512)","(15375,1230,512,512)"
"(15375,1435,512,512)","(15375,1435,512,512)"
"(15375,1640,512,512)","(15375,1640,512,512)"
"(15375,1845,512,512)","(15375,1845,512,512)"
"(15375,2050,512,512)","(15375,2050,512,512)"
"(15375,2255,512,512)","(15375,2255,512,512)"
"(15375,2460,512,512)","(15375,2460,512,512)"
"(15375,2665,512,512)","(15375,2665,512,512)"
"(15375,2870,512,512)","(15375,2870,512,512)"
"(15375,3075,512,512)","(15375,3075,512,512)"
"(15375,3280,512,512)","(15375,3280,512,512)"
"(15375,3485,512,512)","(15375,3485,512,512)"
"(15375,3690,512,512)","(15375,3690,512,512)"
"(15375,3895,512,512)","(15375,3895,512,512)"
"(15375,4100,512,512)","(15375,4100,512,512)"
"(15375,4305,512,512)","(15375,4305,512,512)"
"(15375,4510,512,512)","(15375,4510,512,512)"
"(15375,4715,512,512)","(15375,4715,512,512)"
"(15375,4920,512,512)","(15375,4920,512,512)"
"(15375,5125,512,512)","(15375,5125,512,512)"
"(15580,615,512,512)","(15580,615,512,512)"
"(15580,820,512,512)","(15580,820,512,512)"
"(15580,1025,512,512)","(15580,1025,512,512)"
"(15580,1230,512,512)","(15580,1230,512,512)"
"(15580,1435,512,512)","(15580,1435,512,512)"
"(15580,1640,512,512)","(15580,1640,512,512)"
"(15580,1845,512,512)","(15580,1845,512,512)"
"(15580,2050,512,512)","(15580,2050,512,512)"
"(15580,2255,512,512)","(15580,2255,512,512)"
